"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"CHATEAU MOUTON ROTHSOHITD 0 oo ves vssndons ADY B57","CHATEAU MOUTON ROTHSOHITD 0. oo ves vssndons ADY B57","CHATEAU MOUTON ROTHSOHITD 0. oo ves vssndons ADY B57","character(0)","CHATEAU MOUTON ROTHSOHITD","0 oo ves vssndons ADY B57","NULL","NULL","NULL","NULL","NULL","NULL","list(producer = ""Chateau Mouton Rothschild"")","NULL","NULL","France","NULL","NULL","NULL","NULL","NULL","0.92","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0008","UCD_Lehmann_0008","0008","0008_2_17",0,3753,3509,3837,1764.27435863564,3797.95280061126
"Pel XFS CF"" Nol Prapt NAS J NV ~~ vei Nd CHATEAU LAFITE ROTHSCHILD 122 00 B59","Pel? XFS CF"" Nol? Prapt? NAS J NV ~~ vei Nd . CHATEAU LAFITE ROTHSCHILD {Pauillac) 122.00 B59","Pel? XFS CF"" Nol? Prapt? NAS J NV ~~ vei Nd . CHATEAU LAFITE ROTHSCHILD {Pauillac) 122.00 B59","character(0)","XFS CF","Pel "" Nol Prapt NAS J NV ~~ vei Nd CHATEAU LAFITE ROTHSCHILD 122 00 B59","Pauillac","NULL","NULL","NULL","NULL","list(region = ""Pauillac"")","Chateau Lafite Rothschild","NULL","NULL","France","NULL","NULL","NULL","NULL","1","0.352112676056338","NULL","NULL","NULL","NULL","producer","region","producer (submatch lower_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0008","UCD_Lehmann_0008","0008","0008_2_18",0,3925,3509,4008,1766.37892745164,3969.43988697668
"CHATEAU BELAIR","237 CHATEAU BELAIR (St. Emilion). . ..","CHATEAU BELAIR (St. Emilion)","character(0)","CHATEAU BELAIR","NULL","Saint Emilion","237","NULL","NULL","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau Belair"")","NULL","NULL","France","96.9408340454102","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_1",352,2432,1627,2491,983.829988619328,2472.27752751033
"CHATEAU SIRAN","566 CHATEAU SIRAN (Margaux) ...... ¢","CHATEAU SIRAN (Margaux)","character(0)","CHATEAU SIRAN","NULL","Margaux","566","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Siran"")","NULL","NULL","France","96.3153686523438","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_2",355,2786,1627,2843,989.084199849372,2825.24160962684
"CHATEAU PRIEURE LICHINE Margaux)","434 CHATEAU PRIEURE LICHINE Margaux)... ................. ei. d","CHATEAU PRIEURE LICHINE Margaux)","character(0)","CHATEAU PRIEURE LICHINE","Margaux)","NULL","434","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Prieure Lichine"")","NULL","NULL","France","96.6242523193359","NULL","NULL","NULL","0.875","1","NULL","NULL","NULL","producer","region","NULL","region (decent lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_3",356,3139,1627,3264,993.700071223995,3212.21440418927
"CHATEAU LYNCH BAGES Pavillag) i","595 CHATEAU LYNCH BAGES Pavillag) i... ............ Cada","CHATEAU LYNCH BAGES Pavillag) i","character(0)","CHATEAU LYNCH BAGES","Pavillag) i","NULL","595","NULL","NULL","NULL","NULL","list(producer = ""Chateau Lynch Bages"")","NULL","NULL","France","96.3157958984375","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","producer","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_4",359,3462,1627,3587,998.635220465407,3535.18018302964
"CHATEAU BRANE CANTENAC Margaux)","288 CHATEAU BRANE CANTENAC Margaux) ........ lose vas arr: vio]","CHATEAU BRANE CANTENAC Margaux)","character(0)","CHATEAU BRANE CANTENAC","Margaux)","NULL","288","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Brane Cantenac"")","NULL","NULL","France","96.7015075683594","NULL","NULL","NULL","0.875","1","NULL","NULL","NULL","producer","region","NULL","region (decent lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_5",359,3735,1627,3861,1001.54400226177,3808.6647145638
"CHATEAU LEOVILLE LASCASES","630 CHATEAU LEOVILLE LASCASES (St.Julien).....................::","CHATEAU LEOVILLE LASCASES (St.Julien)","character(0)","CHATEAU LEOVILLE LASCASES","NULL","Saint Julien","630","NULL","NULL","NULL","list(region = ""Saint Julien"")","list(producer = ""Chateau Leoville Las Cases"")","NULL","NULL","France","96.9056777954102","NULL","NULL","NULL","1","0.961538461538462","NULL","NULL","NULL","producer","NULL","region","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_6",362,4105,1627,4233,1006.98965068499,4179.627778646
"each year riowever 1n 13901 they were abie 10 mdke 0OIll Rs i hh ad od ar a ra re Jara) Tine rv Fel vrmned varIive vs","each year. riowever, 1n 13901 they were abie 10 mdke 0OIll Rs i hh ad od ar a ra re Jara) Tine rv:- Fel vrmned varIive vs","each year. riowever, 1n 13901 they were abie 10 mdke 0OIll Rs i hh ad od ar a ra re Jara) Tine rv - Fel vrmned varIive vs","character(0)","NULL","each year riowever 1n 13901 they were abie 10 mdke 0OIll Rs i hh ad od ar a ra re Jara) Tine rv Fel vrmned varIive vs","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_7",355.6,4355,1627,4395,1005.98072399081,4385.65016108763
"CHATEAU CANON","804 CHATEAU CANON (St. Emilion) ...","CHATEAU CANON (St. Emilion)","character(0)","CHATEAU CANON","NULL","Saint Emilion","804","NULL","NULL","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau Canon"")","NULL","NULL","France","95.140266418457","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_8",362,4469,1627,4535,1010.53123875881,4512.60894501118
"CHATEAU BEYCHEVELLE","615 CHATEAU BEYCHEVELLE (St. Julien) ....... 0 ii iiiivaa","CHATEAU BEYCHEVELLE (St. Julien)","character(0)","CHATEAU BEYCHEVELLE","NULL","Saint Julien","615","NULL","NULL","NULL","list(region = ""Saint Julien"")","list(producer = ""Chateau Beychevelle"")","NULL","NULL","France","95.9928741455078","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_9",364,4683,1627,4797,1014.06240731116,4750.58484893562
"CHATEAU CALON SEGUR","114 CHATEAU CALON SEGUR (St. Estephe) . .-...... . ise. i.us","CHATEAU CALON SEGUR (St. Estephe)","character(0)","CHATEAU CALON SEGUR","NULL","Saint Estephe","114","NULL","NULL","NULL","list(region = ""Saint Estephe"")","list(producer = ""Chateau Calon Segur"")","NULL","NULL","France","96.7368469238281","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_1_10",364,5006,1627,5120,1017.49764138877,5073.56658087541
"CARRUADES DE CHATEAU LAFITE ROTHSCHILD","584 CARRUADES DE CHATEAU LAFITE ROTHSCHILD (Pauillac) ...........","CARRUADES DE CHATEAU LAFITE ROTHSCHILD (Pauillac)","character(0)","CARRUADES DE CHATEAU LAFITE ROTHSCHILD","NULL","Pauillac","584","NULL","NULL","NULL","list(region = ""Pauillac"")","Chateau Lafite Rothschild","NULL","NULL","France","93.2920989990234","NULL","NULL","NULL","1","0.657894736842105","NULL","NULL","NULL","producer","NULL","region","producer (submatch upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_1",2108,2353,3314,2479,2704.74871426587,2408.47126042718
"CHATEAU LA MISSION HAUT BRION","568 CHATEAU LA MISSION HAUT BRION (Graves) .................","CHATEAU LA MISSION HAUT BRION (Graves)","character(0)","CHATEAU LA MISSION HAUT BRION","NULL","Graves","568","NULL","NULL","NULL","list(region = ""Graves"")","list(producer = ""Chateau La Mission Haut Brion"")","NULL","NULL","France","96.3562469482422","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_2",2106,2659,3314,2795,2707.05638010548,2719.46430645615
"CHATEAU AUSONE","609 CHATEAU AUSONE (St. Emilion). .","CHATEAU AUSONE (St. Emilion)","character(0)","CHATEAU AUSONE","NULL","Saint Emilion","609","NULL","NULL","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau Ausone"")","NULL","NULL","France","95.5832366943359","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_3",2106,2920,3314,2968,2709.36426182325,2936.45203348691
"CHATEAU MARGAUX","207 CHATEAU MARGAUX (Margaux). .","CHATEAU MARGAUX (Margaux)","character(0)","CHATEAU MARGAUX","NULL","Margaux","207","NULL","NULL","NULL","list(region = ""Margaux"")","list(producer = ""Chateau Margaux"")","NULL","NULL","France","96.7321624755859","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_4",2107,3159,3314,3216,2712.45395335225,3179.93294404512
"CHATEAU HAUT BRION","158 CHATEAU HAUT BRION (Graves) .","CHATEAU HAUT BRION (Graves) .","character(0)","CHATEAU HAUT BRION","NULL","Graves","158","NULL","NULL","NULL","list(region = ""Graves"")","list(producer = ""Chateau Haut Brion"")","NULL","NULL","France","96.8472671508789","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_5",2108,3493,3314,3550,2716.50614854696,3513.90873615303
"Weller one oI the most ¥nowleqgead e wine author hd i cm A i er Wem fre YRS cen RE ean EE Pag dR LE LE SR gE Te aE","Weller, one oI the most ¥nowleqgead e wine author hd i cm A i er Wem fre YRS cen RE ean EE Pag dR LE LE SR gE Te aE","Weller, one oI the most ¥nowleqgead e wine author hd i cm A i er Wem fre YRS cen RE ean EE Pag dR LE LE SR gE Te aE","character(0)","NULL","Weller one oI the most ¥nowleqgead e wine author hd i cm A i er Wem fre cen RE ean EE Pag dR LE LE SR gE Te aE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_6",2106.6,3718,3314,3758,2718.10875215514,3730.40393624226
"wine 18 Ie alively Tull combines power with elegar","wine 18 Ie alively Tull, combines power with elegar","wine 18 Ie alively Tull, combines power with elegar","character(0)","NULL","wine 18 Ie alively Tull combines power with elegar","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_7",2106.6,3764,3314,3804,2718.59798053771,3776.40133459901
"CHATEAU LATOUR rae","195 CHATEAU LATOUR (Pauillac) rae","CHATEAU LATOUR (Pauillac) rae","character(0)","CHATEAU LATOUR","NULL","Pauillac","195","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Latour"")","NULL","NULL","France","96.8266906738281","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_8",2110,3861,3314,3936,2721.51563764664,3890.87677859026
"CHATEAU MOUTON ROTHSCHILD","218 CHATEAU MOUTON ROTHSCHILD (Pauillac) ..........","CHATEAU MOUTON ROTHSCHILD (Pauillac)","character(0)","CHATEAU MOUTON ROTHSCHILD","NULL","Pauillac","218","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Mouton Rothschild"")","NULL","NULL","France","95.7079391479492","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_9",2113,4157,3314,4283,2726.43483378862,4212.34264226682
"CHATEAU CHEVAL BLANC","144 CHATEAU CHEVAL BLANC (St. Emilion) ............ ... ......1800","CHATEAU CHEVAL BLANC (St. Emilion)","character(0)","CHATEAU CHEVAL BLANC","NULL","Saint Emilion","144","NULL","white","NULL","list(region = ""Saint Emilion"")","list(producer = ""Chateau Cheval Blanc"")","NULL","NULL","France","95.616455078125","NULL","95.7757415771484","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_10",2115,4604,3314,4729,2732.18348316197,4658.80675396045
"CHATEAU LAFITE ROTHSCHILD vd elses ch hen ar Ras","203 CHATEAU LAFITE ROTHSCHILD . (Pauillac) vd elses ch hen ar Ras","CHATEAU LAFITE ROTHSCHILD . (Pauillac) vd elses ch hen ar Ras","character(0)","CHATEAU LAFITE ROTHSCHILD","vd elses ch hen ar Ras","Pauillac","203","NULL","NULL","NULL","list(region = ""Pauillac"")","list(producer = ""Chateau Lafite Rothschild"")","NULL","NULL","France","96.6092834472656","NULL","NULL","NULL","1","1","NULL","NULL","NULL","producer","NULL","region","NULL","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0011","UCD_Lehmann_0011","0011","0011_2_11",2117,4810,3314,4955,2735.48067292265,4874.78390214906
"BOURGOGNE ROUGE Nicolas","329 BOURGOGNE ROUGE, Nicolas .....","BOURGOGNE ROUGE, Nicolas","character(0)","BOURGOGNE ROUGE","Nicolas","NULL","329","NULL","red","NULL","Bourgogne","list(producer = ""Nicolis"")","NULL","NULL","NULL","93.0790481567383","NULL","95.5864639282227","NULL","0.6","0.857142857142857","NULL","NULL","NULL","region","producer","NULL","producer (decent lower_text); region (submatch upper_text); multiple countries (France / Italy);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_1",247.5,2143,1538.5,2197,879.789367431467,2187.91802219209
"PINOT NOIR DE MARSANNAY Claar Baw","668 PINOT NOIR DE MARSANNAY, Claar Baw ........... ..... .... 0.","PINOT NOIR DE MARSANNAY, Claar Baw","character(0)","PINOT NOIR DE MARSANNAY","Claar Baw","NULL","668","NULL","NULL","NULL","Marsannay","Claar","NULL","Pinot Noir","NULL","96.62353515625","NULL","NULL","NULL","0.391304347826087","0.555555555555556","NULL","0.434782608695652","NULL","variety","producer","NULL","region (submatch upper_text); variety (submatch upper_text); producer (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_2",261.5,2446,1538.5,2559,892.138073764193,2520.26236087098
"COTE DE BEAUNE VILLAGES Nicolas","571 COTE DE BEAUNE VILLAGES, Nicolas ........................... 249","COTE DE BEAUNE VILLAGES, Nicolas","character(0)","COTE DE BEAUNE VILLAGES","Nicolas","NULL","571","NULL","NULL","NULL","list(region = ""Cote de Beaune Villages"")","list(producer = ""Nicolis"")","NULL","NULL","NULL","96.8202896118164","NULL","NULL","NULL","1","0.857142857142857","NULL","NULL","NULL","region","producer","NULL","producer (decent lower_text); multiple countries (France / Italy);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_3",253.5,2716,1538.5,2831,892.49872672761,2791.29163960197
"SANTENAY Clair Dau","250 SANTENAY, Clair Dau ............","SANTENAY, Clair Dau","character(0)","SANTENAY","Clair Dau","NULL","250","NULL","NULL","NULL","list(region = ""Santenay"")","NULL","NULL","NULL","France","90.9515075683594","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_4",251.5,3081,1538.5,3136,896.888691208315,3126.26436716625
"MONTHELIE Potinet Ampeau","244 MONTHELIE, Potinet-Ampeau .....","MONTHELIE, Potinet-Ampeau","character(0)","MONTHELIE","Potinet Ampeau","NULL","244","NULL","NULL","NULL","list(region = ""Monthelie"")","NULL","NULL","NULL","France","93.2755889892578","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_5",251.5,3281,1538.5,3339,900.130636764273,3327.73828555028
"ALOXE CORTON Chandon de Brailles","338 ALOXE CORTON, Chandon de Brailles ............... : No lm mail Te ain on Nieman on ai Sl ASS Tal TH tata Ee Ya ania a ol","ALOXE CORTON, Chandon de Brailles","character(0)","ALOXE CORTON","Chandon de Brailles","NULL","338","NULL","NULL","NULL","list(region = ""Aloxe Corton"")","Chandon","NULL","NULL","NULL","93.2846450805664","NULL","NULL","NULL","1","0.368421052631579","NULL","NULL","NULL","region","producer","NULL","producer (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_6",253.5,3482,1538.5,3623,905.032104336004,3570.19080794517
"FIXIN CLOS NAPOLEON Gelin","509 FIXIN CLOS NAPOLEON, Gelin .... :","FIXIN CLOS NAPOLEON, Gelin","character(0)","FIXIN CLOS NAPOLEON","Gelin","NULL","509","NULL","NULL","NULL","Fixin","NULL","NULL","NULL","France","93.2416152954102","NULL","NULL","NULL","0.263157894736842","NULL","NULL","NULL","NULL","region","NULL","NULL","region (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_7",261.5,3751,1538.5,3805,912.659669578707,3795.59726359466
"BEAUNE CENT VIGNES Duchet","224 BEAUNE CENT VIGNES, Duchet .... :","BEAUNE CENT VIGNES, Duchet","character(0)","BEAUNE CENT VIGNES","Duchet","NULL","224","NULL","NULL","NULL","Beaune","NULL","NULL","NULL","France","93.2416381835938","NULL","NULL","NULL","0.333333333333333","NULL","NULL","NULL","NULL","region","NULL","NULL","region (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_8",260.5,3954,1538.5,4008,915.425813443062,3998.57903235265
"a true glory produced in the happy year ol 1¢","1s a true glory produced in the happy vintage year ol 1¢","a true glory produced in the happy vintage year ol 1¢","vintage","NULL","a true glory produced in the happy year ol 1¢","NULL","1s","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","96.1387329101562","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output/UCD_Lehmann_0027","UCD_Lehmann_0027","0027","0027_1_9",251.9,4133.5,1538.5,4174.5,913.909777374226,4171.625822657
